	control_1	control_2	control_3	control_4	opg_1	opg_2	opg_3	opg_4	gtdup_1	gtdup_2	gtdup_3
ENSG00000207399	0	0	0	0	1	1	0	0	0	0	2
ENSG00000164933	30	7	20	19	20	19	18	27	25	39	36
ENSG00000285982	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164934	42	39	83	36	84	70	52	48	79	105	112
ENSG00000261670	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271830	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253477	0	0	0	0	0	0	0	0	0	0	0
ENSG00000176406	1	1	0	1	1	0	1	0	1	0	2
ENSG00000255105	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254644	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239344	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147647	1	0	0	0	1	0	0	1	1	0	1
ENSG00000164935	1	1	1	0	0	2	0	0	0	0	0
ENSG00000179577	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279138	0	0	1	1	2	0	1	0	4	3	3
ENSG00000208032	0	0	3	0	2	0	0	0	0	1	1
ENSG00000147650	37	19	33	29	32	36	31	17	48	29	56
ENSG00000253454	0	0	1	0	1	0	0	0	1	1	1
ENSG00000169946	3	1	0	1	4	2	3	1	5	3	14
ENSG00000283157	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243939	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253997	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240271	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254041	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253318	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243171	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251003	0	0	2	0	0	0	0	0	1	0	2
ENSG00000253420	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254141	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243601	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253526	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201627	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213708	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254021	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254615	2	3	4	3	1	1	3	4	3	1	0
ENSG00000164830	74	63	71	70	65	101	109	76	81	127	102
ENSG00000253582	0	0	0	0	0	0	1	2	1	0	0
ENSG00000253676	0	0	2	2	9	3	5	0	6	3	5
ENSG00000251892	0	0	0	0	0	3	0	0	0	0	4
ENSG00000174429	0	0	0	0	1	1	0	0	2	0	1
ENSG00000275905	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287289	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254146	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287208	0	0	0	0	0	0	0	0	0	0	0
ENSG00000154188	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286766	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248838	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287949	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200806	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147655	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253228	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230948	0	0	0	0	0	0	0	0	0	0	0
ENSG00000104408	45	43	143	56	82	60	68	47	95	98	190
ENSG00000253754	2	7	5	3	8	5	5	4	11	11	8
ENSG00000243287	0	0	0	0	0	0	0	0	0	0	0
ENSG00000104412	25	9	30	12	22	32	22	8	24	34	41
ENSG00000253657	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253949	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164841	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253580	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253796	0	0	0	0	1	0	0	0	0	0	0
ENSG00000174417	0	0	0	0	0	0	0	0	0	0	0
ENSG00000120526	32	18	33	30	32	27	30	41	43	31	34
ENSG00000250267	3	0	4	1	1	1	3	0	7	2	5
ENSG00000120533	22	19	63	23	48	41	33	28	35	49	81
ENSG00000205038	0	0	0	0	0	0	0	0	0	0	2
ENSG00000254185	1	0	1	0	0	0	0	0	0	0	0
ENSG00000147654	6	17	21	9	15	11	8	12	15	21	28
ENSG00000147642	0	0	0	0	0	0	0	1	0	0	0
ENSG00000248050	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255099	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283555	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241385	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164794	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255402	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240590	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253956	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253107	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253122	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253717	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253994	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253877	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254241	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253103	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253489	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254124	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253434	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255033	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253156	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287942	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222146	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164796	0	1	0	0	0	0	0	0	0	0	0
ENSG00000286946	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230169	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238399	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227514	0	2	0	0	0	0	0	0	0	0	0
ENSG00000287819	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286937	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253207	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206719	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254339	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253499	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253756	0	0	0	0	0	0	0	0	0	0	0
ENSG00000104447	389	282	361	260	368	404	292	283	471	472	424
ENSG00000227170	1	0	1	2	9	4	2	2	9	2	6
ENSG00000249917	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199450	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287826	0	0	0	0	1	0	0	0	0	0	0
ENSG00000253672	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147677	52	45	148	49	51	64	80	53	94	93	203
ENSG00000147679	13	9	31	19	21	21	31	9	43	41	59
ENSG00000164754	86	63	141	56	68	89	96	85	129	124	257
ENSG00000253327	3	5	8	3	10	8	3	5	5	4	15
ENSG00000283956	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205002	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164756	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244033	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253271	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253622	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240151	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286308	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252852	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164758	18	12	16	22	13	26	19	15	29	21	34
ENSG00000239917	0	0	0	2	1	3	0	1	0	3	3
ENSG00000182197	27	26	13	13	15	12	25	35	28	35	31
ENSG00000177570	0	0	0	1	0	0	0	0	3	0	3
ENSG00000225885	0	0	0	0	0	0	0	1	0	0	0
ENSG00000281641	0	0	0	0	0	0	0	1	0	0	1
ENSG00000242206	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164761	7	2	2	1	0	2	3	0	4	6	2
ENSG00000207334	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254247	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184374	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254278	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147676	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253972	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276479	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286282	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206776	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136999	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253398	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254037	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136960	2	2	2	3	2	1	2	3	9	13	10
ENSG00000253495	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201896	0	0	0	0	0	0	0	0	0	0	0
ENSG00000064313	153	73	136	77	113	132	114	106	163	154	181
ENSG00000286362	0	0	0	1	0	0	0	4	2	3	0
ENSG00000136982	5	6	10	18	12	5	13	18	13	28	11
ENSG00000279347	2	0	1	0	0	1	5	2	2	10	6
ENSG00000244642	3	2	5	6	9	5	5	8	15	17	0
ENSG00000245330	10	7	4	3	8	7	11	11	9	7	11
ENSG00000155792	47	21	14	9	12	22	36	41	21	21	24
ENSG00000202356	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254343	0	1	4	0	0	0	0	2	1	3	6
ENSG00000187955	1	0	0	0	0	2	1	2	2	2	1
ENSG00000172172	5	6	5	4	9	6	12	3	7	7	25
ENSG00000172167	38	45	61	25	28	28	50	77	62	61	49
ENSG00000172164	290	334	256	248	191	237	353	343	237	225	216
ENSG00000250290	4	1	0	0	7	8	6	3	5	8	7
ENSG00000248318	7	3	18	7	17	18	25	17	26	28	24
ENSG00000272502	4	11	8	7	3	2	9	8	9	2	2
ENSG00000253619	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271219	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239872	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170961	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248690	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254209	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254303	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253814	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255364	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253819	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255325	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238901	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263443	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235165	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272384	0	0	0	0	0	0	0	2	0	0	0
ENSG00000272043	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178764	57	48	48	32	26	57	32	37	57	33	56
ENSG00000253372	0	2	5	1	7	4	3	2	9	3	15
ENSG00000259631	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253607	0	2	2	0	0	1	0	1	3	2	5
ENSG00000136986	49	33	103	67	69	80	63	68	95	103	161
ENSG00000156787	44	28	63	41	42	58	40	67	54	62	61
ENSG00000253463	1	2	1	0	0	1	1	1	4	1	0
ENSG00000287657	0	0	0	0	0	0	0	1	0	0	0
ENSG00000147689	1	0	0	0	0	0	1	0	0	1	0
ENSG00000221461	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253258	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253410	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204949	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266324	0	0	0	0	0	0	0	0	0	0	0
ENSG00000189376	2	5	8	6	10	2	4	2	5	4	16
ENSG00000259305	3	0	0	0	0	0	0	0	1	0	0
ENSG00000243498	0	0	0	0	1	1	1	0	1	1	4
ENSG00000165156	23	17	41	24	31	29	39	40	37	58	49
ENSG00000222607	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253336	0	4	0	0	0	1	0	0	1	0	2
ENSG00000156802	104	120	138	98	97	192	180	212	172	265	154
ENSG00000252297	0	0	0	0	1	0	0	0	0	0	2
ENSG00000283172	0	0	0	0	0	0	0	1	2	3	1
ENSG00000207704	0	0	0	0	1	1	0	0	1	0	1
ENSG00000254388	4	1	4	0	5	4	8	4	5	8	3
ENSG00000254294	0	0	0	1	0	0	0	0	1	0	0
ENSG00000156795	4	10	13	13	12	14	14	13	19	17	12
ENSG00000278374	0	0	0	0	1	0	0	0	0	0	0
ENSG00000156804	1	1	0	3	1	0	2	1	2	3	0
ENSG00000254113	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251840	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253286	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175946	0	0	0	0	0	0	0	0	0	0	0
ENSG00000104537	0	0	0	0	0	0	0	0	0	0	0
ENSG00000176853	214	135	209	123	231	220	179	155	236	233	306
ENSG00000214814	6	4	9	5	2	1	2	0	6	0	4
ENSG00000254000	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181171	0	0	0	0	0	0	0	1	0	0	0
ENSG00000254249	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253868	0	0	2	0	0	1	0	0	1	0	0
ENSG00000250727	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253885	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214803	0	1	0	0	0	0	1	0	1	0	0
ENSG00000206724	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253227	0	0	0	0	0	0	2	0	1	4	0
ENSG00000237586	2	1	8	2	12	5	3	6	10	11	9
ENSG00000164983	45	67	51	51	79	62	66	49	85	80	96
ENSG00000183665	19	6	31	25	16	14	11	12	24	38	28
ENSG00000245149	1	5	12	2	13	6	5	6	12	14	11
ENSG00000170881	16	13	30	15	21	24	21	19	27	28	46
ENSG00000147687	15	9	37	22	19	22	15	9	30	24	55
ENSG00000253106	4	3	10	11	10	6	7	7	8	9	8
ENSG00000284087	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147684	5	14	44	7	32	23	8	14	11	38	62
ENSG00000170873	43	32	28	19	55	45	15	23	33	19	31
ENSG00000255491	2	4	2	1	5	3	3	3	1	2	2
ENSG00000263735	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283609	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249816	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250428	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255313	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286955	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180938	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253513	0	1	1	0	0	1	0	1	0	0	2
ENSG00000104549	81	93	217	137	116	180	150	168	196	181	224
ENSG00000164961	167	102	137	92	132	156	128	144	191	146	213
ENSG00000253167	18	10	10	6	8	9	16	11	12	14	28
ENSG00000156831	39	31	46	46	52	65	53	43	62	62	60
ENSG00000242170	0	0	2	2	2	3	3	0	4	2	3
ENSG00000254431	1	0	7	1	1	5	1	5	1	3	5
ENSG00000173334	156	158	249	114	101	161	90	173	177	139	234
ENSG00000253111	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286122	0	0	0	0	0	1	0	0	0	0	0
ENSG00000253470	0	0	0	0	0	0	0	0	0	0	0
ENSG00000245164	0	0	0	0	0	0	0	0	2	0	0
ENSG00000206695	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253651	0	0	0	0	0	0	0	0	0	1	0
ENSG00000254227	0	0	0	0	0	0	0	0	1	0	0
ENSG00000250563	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253841	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248720	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244791	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253427	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253220	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207138	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253530	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168672	93	73	90	81	110	141	71	65	144	96	123
ENSG00000253438	64	61	66	53	103	86	76	48	88	75	73
ENSG00000253543	0	0	0	0	0	1	0	0	0	0	0
ENSG00000212451	0	0	0	0	0	0	0	0	2	0	0
ENSG00000253573	1	1	0	0	0	1	0	1	2	2	0
ENSG00000254166	2	3	4	0	21	18	4	3	16	13	18
ENSG00000282961	3	6	7	2	13	7	6	3	5	6	21
ENSG00000224722	6	6	3	0	3	5	5	4	4	4	4
ENSG00000287781	0	0	0	0	2	2	0	1	1	5	0
ENSG00000246228	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271509	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212993	2	1	1	0	2	0	1	1	1	1	0
ENSG00000280997	0	0	1	0	4	0	0	1	0	0	0
ENSG00000286266	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286010	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249375	22	26	50	33	30	25	22	16	25	29	31
ENSG00000136997	38	88	140	161	90	78	113	79	57	78	101
ENSG00000249859	49	64	110	87	150	108	78	63	114	56	62
ENSG00000283710	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278324	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280055	0	1	4	0	10	2	6	3	9	4	4
ENSG00000221771	0	0	0	0	0	0	0	0	0	2	1
ENSG00000207110	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283200	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278275	2	1	4	0	6	3	0	2	3	1	4
ENSG00000222501	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221176	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221261	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201782	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286034	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254275	1	0	1	0	1	3	0	1	0	0	0
ENSG00000229140	227	194	448	331	494	490	461	411	691	717	769
ENSG00000287785	1	0	9	3	10	8	8	1	7	9	19
ENSG00000253225	1	1	1	1	5	9	3	5	8	5	4
ENSG00000222755	1	0	7	4	13	10	5	5	7	14	15
ENSG00000253926	4	4	13	7	13	13	10	9	29	20	39
ENSG00000263763	0	2	8	2	6	5	3	3	5	6	10
ENSG00000285108	0	0	0	1	1	0	0	0	0	0	0
ENSG00000224110	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147697	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254317	0	2	9	1	10	4	6	2	5	12	17
ENSG00000153310	191	171	373	221	300	322	223	198	362	443	539
ENSG00000243402	1	0	4	0	4	5	2	1	8	6	13
ENSG00000200075	1	0	2	0	6	4	3	2	6	1	13
ENSG00000254263	4	4	16	11	29	28	9	24	36	43	45
ENSG00000253720	35	38	78	40	98	91	87	55	145	144	154
ENSG00000287195	22	27	73	25	65	87	60	39	84	94	139
ENSG00000253043	1	0	0	0	0	0	0	0	1	2	5
ENSG00000264653	6	8	8	2	7	12	13	14	20	19	15
ENSG00000153317	383	321	455	293	374	379	268	272	409	287	318
ENSG00000200304	0	0	0	0	0	0	0	0	1	1	0
ENSG00000280543	2	0	3	1	13	7	5	1	11	8	8
ENSG00000212342	0	0	2	0	0	1	0	0	0	0	0
ENSG00000287201	0	1	6	1	4	3	3	1	6	4	7
ENSG00000286535	6	4	12	9	5	11	12	11	20	15	12
ENSG00000253656	0	0	0	0	0	0	0	0	0	0	0
ENSG00000155897	0	0	0	0	1	0	0	0	0	0	0
ENSG00000253259	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253992	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253407	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253507	0	0	2	0	0	0	0	0	0	0	0
ENSG00000252158	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254255	0	0	0	0	0	0	0	0	0	0	0
ENSG00000132294	159	110	237	162	216	192	154	149	257	188	276
ENSG00000253117	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258417	0	0	0	0	0	0	0	0	0	0	0
ENSG00000132297	0	0	0	0	0	0	0	0	0	0	1
ENSG00000184156	820	600	659	579	549	485	721	638	545	399	673
ENSG00000253521	0	0	0	0	0	0	0	0	0	0	0
ENSG00000129295	2	1	1	0	3	1	0	0	1	1	1
ENSG00000165071	24	19	19	11	10	26	22	19	12	15	23
ENSG00000287095	3	2	4	1	2	1	0	3	6	8	4
ENSG00000129292	201	128	205	191	216	251	203	208	262	244	308
ENSG00000270137	0	0	0	0	0	1	0	0	1	0	2
ENSG00000223697	29	20	40	9	14	20	18	20	29	25	41
ENSG00000042832	25	18	24	13	11	22	11	14	30	11	21
ENSG00000240237	0	0	0	0	0	0	0	0	0	0	0
ENSG00000155926	338	272	630	410	666	701	426	363	596	640	729
ENSG00000276961	0	2	11	0	15	17	4	5	6	16	15
ENSG00000287736	26	20	76	37	146	111	56	28	105	107	127
ENSG00000104415	0	0	0	0	0	0	0	0	0	2	0
ENSG00000104419	85	54	121	115	102	80	112	114	139	141	194
ENSG00000243537	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253638	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225259	0	0	0	1	0	0	0	0	0	0	0
ENSG00000008513	167	119	161	123	125	164	109	92	96	62	97
ENSG00000283176	1	0	0	0	0	0	0	0	0	0	0
ENSG00000283197	0	0	1	0	0	0	0	0	1	1	0
ENSG00000261220	0	1	3	1	0	2	0	2	0	2	0
ENSG00000212273	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276193	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253970	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253916	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253561	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253165	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254313	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253593	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277576	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271240	0	0	0	0	0	0	0	0	0	0	0
ENSG00000288067	0	1	0	0	0	0	0	0	0	0	0
ENSG00000253627	0	0	2	0	0	0	0	0	0	0	0
ENSG00000066827	94	112	115	103	80	106	106	89	114	129	100
ENSG00000276140	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248492	9	4	4	5	5	3	6	4	7	6	4
ENSG00000277732	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278454	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271048	0	0	1	0	0	0	0	0	0	1	0
ENSG00000272456	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278898	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279518	0	0	0	0	1	0	1	0	1	0	2
ENSG00000259820	1	1	14	3	21	11	11	2	22	15	26
ENSG00000207582	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199153	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254028	0	0	0	0	2	0	0	0	0	0	1
ENSG00000253433	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251218	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244413	0	0	0	0	0	1	0	0	0	0	0
ENSG00000254083	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254372	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131773	7	5	16	0	3	3	5	5	22	16	22
ENSG00000253915	0	0	0	0	0	0	0	0	0	0	1
ENSG00000199652	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254101	0	0	0	0	0	1	0	0	1	0	0
ENSG00000286927	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285683	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206678	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274572	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285817	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254076	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253288	0	0	0	0	2	1	2	0	0	2	1
ENSG00000254361	0	0	0	0	1	0	0	1	0	0	0
ENSG00000253988	7	11	6	5	3	10	7	2	11	8	8
ENSG00000147724	0	0	0	0	0	1	0	0	0	0	1
ENSG00000169436	0	2	0	0	0	0	0	0	0	0	0
ENSG00000253432	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251744	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253783	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254258	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275078	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169427	2	0	0	0	0	2	0	1	1	0	1
ENSG00000167632	719	720	627	648	483	644	621	687	800	678	561
ENSG00000253574	1	0	0	0	3	3	1	3	2	1	2
ENSG00000250733	0	1	7	4	5	7	6	7	10	16	4
ENSG00000274064	1	0	3	0	6	3	1	0	3	0	1
ENSG00000282164	123	132	98	111	74	137	94	97	90	132	67
ENSG00000259891	2	3	7	6	4	3	1	4	5	5	3
ENSG00000104472	14	17	22	23	28	31	25	20	15	22	60
ENSG00000123908	199	174	338	220	290	382	248	213	319	400	403
ENSG00000279766	0	0	0	3	0	1	1	0	3	0	1
ENSG00000280326	1	3	8	2	5	6	12	7	6	9	4
ENSG00000280303	0	0	0	1	0	1	1	0	1	0	0
ENSG00000169398	28	67	120	105	78	113	97	87	90	131	81
ENSG00000254324	0	0	0	0	0	2	0	0	1	1	0
ENSG00000279786	0	0	0	0	3	3	0	0	3	2	1
ENSG00000252864	0	0	0	0	0	0	0	0	2	0	1
ENSG00000253266	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105339	3026	3240	4832	4729	2770	4384	3183	3098	5358	5141	4035
ENSG00000253210	33	20	52	37	48	70	59	34	81	99	67
ENSG00000022567	618	186	193	145	137	168	236	176	315	238	296
ENSG00000280035	38	11	17	8	6	14	20	20	19	14	15
ENSG00000253307	17	2	7	9	12	8	6	6	11	12	5
ENSG00000254019	10	2	9	2	0	2	1	4	5	5	8
ENSG00000254197	8	0	6	3	1	10	9	9	8	9	7
ENSG00000254291	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253595	0	0	0	0	0	0	0	0	0	1	1
ENSG00000261655	0	0	1	2	0	0	0	0	1	2	0
ENSG00000204882	1	1	2	1	1	1	0	0	2	0	0
ENSG00000244998	5	0	6	2	10	7	2	3	14	6	3
ENSG00000184489	45	38	45	40	41	49	34	20	56	98	81
ENSG00000226807	0	0	0	0	6	4	0	3	0	4	2
ENSG00000271959	2	0	0	0	2	2	1	1	3	8	6
ENSG00000238854	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253605	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287325	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226490	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287677	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221768	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254183	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261710	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287332	0	0	0	0	1	0	0	0	0	0	0
ENSG00000265247	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254008	0	0	0	0	0	0	0	0	0	1	1
ENSG00000171045	535	410	292	379	204	292	293	324	324	261	205
ENSG00000253602	3	0	0	0	0	0	0	0	0	0	0
ENSG00000261693	1	1	2	7	3	0	3	2	2	0	4
ENSG00000181790	3	2	2	6	5	10	7	5	7	4	3
